path,filename,extension,size_bytes,sha256,mtime,origin,classification,sensitivity
app/src/domain/hashLedger.ts,hashLedger.ts,ts,2278,8cb164b88d3fc5f54b152be5bc2aee7959007d2010f0786e23b087857f35abd3,2026-07-08 11:35,pre-package (Jul 8 baseline),code (prototype app),none identified
app/src/domain/packets.test.ts,packets.test.ts,ts,1808,0c5ac2e6de4c90a1900cd34dc17ecb6ba2e4d5d287526815fd09dbba28d3ef64,2026-07-08 14:40,pre-package (Jul 8 baseline),code (prototype app),none identified
app/src/domain/packets.ts,packets.ts,ts,3579,7ccaec2fe7c892c276e7fb99d0b5aef3e112c275cc5a761efed29defe6f7616c,2026-07-08 14:36,pre-package (Jul 8 baseline),code (prototype app),none identified
app/src/domain/roleFocus.test.ts,roleFocus.test.ts,ts,2186,79a5afac345b5e912023c1476bfbc77f4930259973c4d768cab526fc6a58d7db,2026-07-08 16:11,pre-package (Jul 8 baseline),code (prototype app),none identified
app/src/domain/roleFocus.ts,roleFocus.ts,ts,6405,4788713985af777734b1987db922d2b78d7c7661eca618111633a9cea35e39c0,2026-07-08 16:09,pre-package (Jul 8 baseline),code (prototype app),none identified
app/src/domain/roles.test.ts,roles.test.ts,ts,1344,c464c0c86f9e6620907c89932b2d43f1fcbde5706b1638d86fcb902811fbb6b3,2026-07-08 15:50,pre-package (Jul 8 baseline),code (prototype app),none identified
app/src/domain/roles.ts,roles.ts,ts,4002,e438dbc12c14537f59ad8c40ae890c0c9942299ef396741b688a87f5bbd94c51,2026-07-08 16:08,pre-package (Jul 8 baseline),code (prototype app),none identified
app/src/domain/seed.ts,seed.ts,ts,17762,fc6b5a92df9683abd483e85f949402da31760217cb3580c52a31020badcf13c0,2026-07-08 14:37,pre-package (Jul 8 baseline),code (prototype app),none identified
app/src/domain/selectors.ts,selectors.ts,ts,1173,9a85c008751525d0a75a2235cbc3a6bc2ff236bd00802d4be6e164d9c4d924e5,2026-07-08 11:30,pre-package (Jul 8 baseline),code (prototype app),none identified
app/src/domain/storage.test.ts,storage.test.ts,ts,1084,2f7ac6b58f22f7121c59914674bba5e603efdc7021686a6203f04869cef37c4e,2026-07-08 11:34,pre-package (Jul 8 baseline),code (prototype app),none identified
app/src/domain/storage.ts,storage.ts,ts,1848,0330c8b169363ab9d7ffd56e81c03beb9139c9c8a4028098c18861f286852016,2026-07-08 14:37,pre-package (Jul 8 baseline),code (prototype app),none identified
app/src/domain/types.ts,types.ts,ts,6548,33d61699b34d974d724ba0252666d8663089180107d16e8731b67fdebc97ea35,2026-07-08 14:35,pre-package (Jul 8 baseline),code (prototype app),none identified
app/src/main.tsx,main.tsx,tsx,237,b0dcccc8495bd6668294527cd2958fca0f6b4e42eacb91a6540369c00ad99275,2026-07-08 11:34,pre-package (Jul 8 baseline),code (prototype app),none identified
app/src/styles.css,styles.css,css,9858,ba1d3e57dab14eaf724e00997021d57ffc6671e1dfa3a1b70b348e9afc6d431f,2026-07-08 16:10,pre-package (Jul 8 baseline),code (prototype app),none identified
app/src/test/setup.ts,setup.ts,ts,44,d494b5796f05a8593031aaac07417cfc85d53778b63681fd0cdb7be136448aff,2026-07-08 11:30,pre-package (Jul 8 baseline),code (prototype app),none identified
app/src/workspaces/Bedboard.tsx,Bedboard.tsx,tsx,7670,6e8aea31e486366a9d8ee3438321161d9af5e37d18d5f2fed03cc21be47f7e63,2026-07-08 14:39,pre-package (Jul 8 baseline),code (prototype app),none identified
app/src/workspaces/CaseOverview.tsx,CaseOverview.tsx,tsx,4605,8598eba8b04e2c1739fa3546b042cd032f694181bf8190dcf41feeb8ab1c1bb8,2026-07-08 11:48,pre-package (Jul 8 baseline),code (prototype app),none identified
app/src/workspaces/CaseQueue.tsx,CaseQueue.tsx,tsx,3175,ae61032f1b52e80b8c9d720921d8e5c9a5535d8b2e8e042d674edeaa0c53a92c,2026-07-08 11:46,pre-package (Jul 8 baseline),code (prototype app),none identified
app/src/workspaces/CommandCenter.tsx,CommandCenter.tsx,tsx,4326,6213b1b473d016c1f786b897e7de5e9c5f5c80d09ad09f898347d9ab84a44245,2026-07-08 14:39,pre-package (Jul 8 baseline),code (prototype app),none identified
app/src/workspaces/CustodyLedger.tsx,CustodyLedger.tsx,tsx,1941,810931aa8adba4b186ad84e4cfcf8f9670d3210c28031858b792ee233334e30e,2026-07-08 11:47,pre-package (Jul 8 baseline),code (prototype app),none identified
app/src/workspaces/GuidedIntake.tsx,GuidedIntake.tsx,tsx,10835,e1dfc3a06efad5129ebfcc7a3d3cc87a53be33f999379ad0d3ec89d7b8bf3bbf,2026-07-08 16:10,pre-package (Jul 8 baseline),code (prototype app),none identified
app/src/workspaces/LegalStatus.tsx,LegalStatus.tsx,tsx,3626,67eab5209d770b5b6e46aa1576997195cf5bf17b89fb3e6f84a74099658677d7,2026-07-08 11:47,pre-package (Jul 8 baseline),code (prototype app),none identified
app/src/workspaces/MedicalNecessity.tsx,MedicalNecessity.tsx,tsx,2696,2f51656a382797fddf707cd2c220a87d1be4d31609a562280fc30c59df9be793,2026-07-08 11:46,pre-package (Jul 8 baseline),code (prototype app),none identified
app/src/workspaces/NewCase.tsx,NewCase.tsx,tsx,4456,caa34133039605161d14679c1aa58d999cbac69ae492872e32bc14d471510c85,2026-07-08 11:45,pre-package (Jul 8 baseline),code (prototype app),none identified
app/src/workspaces/PacketPreview.tsx,PacketPreview.tsx,tsx,4634,7116fce54b3aff3cffcc6d75cde3396c2eb0c06dc2c8319e8c8fa31d83511b30,2026-07-08 14:39,pre-package (Jul 8 baseline),code (prototype app),none identified
app/src/workspaces/RoutingResponse.tsx,RoutingResponse.tsx,tsx,3494,8c5ebf32de2fbd537c55d0799b9f01b25eb24fb805e7851f005314b6346b3dd9,2026-07-08 11:47,pre-package (Jul 8 baseline),code (prototype app),none identified
app/test-results/.last-run.json,.last-run.json,json,45,91d1c43004802cd49950d78eb11c8fa7d05da8ffffe219a8b13b2f561bc00903,2026-07-08 16:11,pre-package (Jul 8 baseline),code (prototype app),none identified
app/tsconfig.json,tsconfig.json,json,527,f60e08748e4e55a0b64ffd27e2e40fa49a8caf6c5f1f10863213e34aa03b401a,2026-07-08 11:30,pre-package (Jul 8 baseline),code (prototype app),none identified
app/tsconfig.tsbuildinfo,tsconfig.tsbuildinfo,tsbuildinfo,1141,387c675659de99e36679922c427499db584eb4f42bb5be69fd8e1eec9faba96b,2026-07-08 16:11,pre-package (Jul 8 baseline),code (prototype app),none identified
app/vite.config.ts,vite.config.ts,ts,373,775529c6f367c594a9b2363da8177804ecf3d93a8577a756a5ade795a779e791,2026-07-08 11:38,pre-package (Jul 8 baseline),code (prototype app),none identified
clarity-mh-architecture/CODEX_MASTER_PROMPT.md,CODEX_MASTER_PROMPT.md,md,9086,96d9161c8e0a9ad9d43a3e3452bbdfba97e4027ab7d523358a44371e52d2ec1b,2026-07-08 15:35,pre-package (Jul 8 baseline),technical/governance documentation,none identified
clarity-mh-architecture/CODEX_QUICKSTART.md,CODEX_QUICKSTART.md,md,2261,788f32a29c61daab98acf91e1bcb9f13a94ef097c16c95438c012158c469c90e,2026-07-08 15:35,pre-package (Jul 8 baseline),technical/governance documentation,none identified
clarity-mh-architecture/MANIFEST.md,MANIFEST.md,md,2051,6925963fadec4145df5d85fd08f8f680eebaf689d3640dfddf9b611d88b2ae34,2026-07-08 10:52,pre-package (Jul 8 baseline),technical/governance documentation,none identified
clarity-mh-architecture/README.md,README.md,md,3812,626f6d97356c3ee0e10ef9e097efe7f8e5308f4e8449a486902bb3684dbe514e,2026-07-08 15:35,pre-package (Jul 8 baseline),technical/governance documentation,none identified
clarity-mh-architecture/database/supabase-rls.sql,supabase-rls.sql,sql,2700,36cd6724442a427b905748b13b756bfe3fa18619dd5b7ebfdcd63662db421b40,2026-07-08 15:32,pre-package (Jul 8 baseline),schema,none identified
clarity-mh-architecture/diagrams/epec-custody-lifecycle.mmd,epec-custody-lifecycle.mmd,mmd,874,c764311f0cdf5257cfec68715a01af33d925478e04161cf5ed802ec55639f4f0,2026-07-08 15:32,pre-package (Jul 8 baseline),technical/governance documentation,none identified
clarity-mh-architecture/diagrams/system-architecture.mmd,system-architecture.mmd,mmd,669,d9c2a1186e4af46e2cef5796e330cbe918d5094a66513ea32a8c96048a0fa121,2026-07-08 15:32,pre-package (Jul 8 baseline),technical/governance documentation,none identified
clarity-mh-architecture/docs/compliance/clinical-safety-guardrails.md,clinical-safety-guardrails.md,md,2421,430a86936ade5064fc7ef31f952fc35ccb56ad60a3e14b6162f7a93526642f20,2026-07-08 15:32,pre-package (Jul 8 baseline),technical/governance documentation,none identified
clarity-mh-architecture/docs/compliance/emtala-parallel-financial-lane.md,emtala-parallel-financial-lane.md,md,1551,412b797981f351adbba734d3b3eed835c9c5ce1a6ea7281fbd0ec1a2e04e994b,2026-07-08 15:32,pre-package (Jul 8 baseline),technical/governance documentation,none identified
clarity-mh-architecture/docs/compliance/rbac-audit-custody.md,rbac-audit-custody.md,md,3171,6218202f303878c22079a3cb8c2e5c8ef842db72646588745a64a39717fd1888,2026-07-08 15:32,pre-package (Jul 8 baseline),technical/governance documentation,none identified
clarity-mh-architecture/docs/product/00-product-thesis.md,00-product-thesis.md,md,2427,e85dd1f331574a0dc86371164fa754a8505095333db0a863b6e64639b4decbe4,2026-07-08 15:32,pre-package (Jul 8 baseline),technical/governance documentation,none identified
clarity-mh-architecture/docs/product/01-module-architecture.md,01-module-architecture.md,md,5442,050c3de0ec626faef8a82c694e2f7cb0a0bb7e623330b59d4ac6472f01586d0e,2026-07-08 15:32,pre-package (Jul 8 baseline),technical/governance documentation,none identified
clarity-mh-architecture/docs/product/02-ui-routes.md,02-ui-routes.md,md,3817,653b524bbda64832b767a08aa885edb00bcae05499bc1f10d0fe50168bbc2d8c,2026-07-08 15:32,pre-package (Jul 8 baseline),technical/governance documentation,none identified
clarity-mh-architecture/docs/product/03-mvp-scope.md,03-mvp-scope.md,md,2963,24631ec5da417bfd55719db267c97c094b74bb2772537011887123e7d3e436e0,2026-07-08 15:35,pre-package (Jul 8 baseline),technical/governance documentation,none identified
clarity-mh-architecture/docs/source-index.md,source-index.md,md,1583,1ec39b051573cec1ef8d5ed5674090ed1c74bc6b8fe75a64cfc7c30b59938e5a,2026-07-08 10:52,pre-package (Jul 8 baseline),technical/governance documentation,none identified
clarity-mh-architecture/docs/workflows/assessment-training-protocol.md,assessment-training-protocol.md,md,9408,6bd61e6fcfdbef8782325f1b02a9ac66123c4cf46f76b6678b7f60257afdfa28,2026-07-08 10:52,pre-package (Jul 8 baseline),technical/governance documentation,none identified
clarity-mh-architecture/docs/workflows/clinical-intake-workflow.md,clinical-intake-workflow.md,md,4526,7955f3f9138fe6e58bb867b35839f9aa30b667932672583aba1c2e08501623dd,2026-07-08 10:52,pre-package (Jul 8 baseline),technical/governance documentation,none identified
clarity-mh-architecture/docs/workflows/epec-chain-of-custody-workflow.md,epec-chain-of-custody-workflow.md,md,3357,9dda7e4e9e8bf384b4621e36fa95a55c1c177655060f6cd2e1bf6c66ac6c8300,2026-07-08 15:32,pre-package (Jul 8 baseline),technical/governance documentation,none identified
clarity-mh-architecture/docs/workflows/request-broadcast-routing.md,request-broadcast-routing.md,md,2004,440c67119be4af238e6e57e545899fa7454706f95b6a3e3a6b17c627411f6d9b,2026-07-08 15:32,pre-package (Jul 8 baseline),technical/governance documentation,none identified
clarity-mh-architecture/implementation/acceptance-tests.md,acceptance-tests.md,md,1904,10dcd00fdacf0adb84230a8deadc3726d3efe3c0760ebe2c01ac5ef980798a41,2026-07-08 15:32,pre-package (Jul 8 baseline),technical/governance documentation,none identified
clarity-mh-architecture/implementation/epics-and-issues.md,epics-and-issues.md,md,4224,6860c912c3fd7b5c1f981ea966f3af7de2186d9fc84cdf73614ae91c60d9cf02,2026-07-08 15:32,pre-package (Jul 8 baseline),technical/governance documentation,none identified
clarity-mh-architecture/prompts/clarity-mh/assessment-summary.prompt.md,assessment-summary.prompt.md,md,884,16989133c1247540e8c365b57dcde4b9ceb7bab4b8f164bf67edf1ab711f3840,2026-07-08 15:32,pre-package (Jul 8 baseline),prompt,none identified
clarity-mh-architecture/prompts/clarity-mh/collateral-question-generator.prompt.md,collateral-question-generator.prompt.md,md,965,a5a5ea970e79864acefd0c2ca7569d10edc4e2129f0affb7254b9dc27fc6b1c8,2026-07-08 15:32,pre-package (Jul 8 baseline),prompt,none identified
clarity-mh-architecture/prompts/clarity-mh/denial-letter-mining.prompt.md,denial-letter-mining.prompt.md,md,951,e2500ebb3c67d70afb37773ec95191c31e9ec97defb9712e91937e54297d5011,2026-07-08 15:32,pre-package (Jul 8 baseline),prompt,none identified
clarity-mh-architecture/prompts/clarity-mh/legal-instrument-review.prompt.md,legal-instrument-review.prompt.md,md,1051,4984432e807a5bd8316f37cd13f938bca24585b90d8e001f044b7a199f7047ee,2026-07-08 15:32,pre-package (Jul 8 baseline),prompt,none identified
clarity-mh-architecture/prompts/clarity-mh/medical-necessity-draft.prompt.md,medical-necessity-draft.prompt.md,md,1089,d77135ecb2fb4af3dd8c92d02326a4ab694277757fd8ef595f76d7ecb1476fd4,2026-07-08 15:32,pre-package (Jul 8 baseline),prompt,none identified
clarity-mh-architecture/prompts/clarity-mh/missing-fields-review.prompt.md,missing-fields-review.prompt.md,md,987,c34c43b3b604d538be6a1f129d799c091c5bfd3c68dc4f36d935a21852185c80,2026-07-08 15:32,pre-package (Jul 8 baseline),prompt,none identified
clarity-mh-architecture/prompts/clarity-mh/referral-packet-draft.prompt.md,referral-packet-draft.prompt.md,md,936,ddd40cf529e36d61e0969c11af11d6154b1aa053f3f45a4fe1bcdc0a49450092,2026-07-08 15:32,pre-package (Jul 8 baseline),prompt,none identified
clarity-mh-architecture/prompts/codex/00-repo-orientation.prompt.md,00-repo-orientation.prompt.md,md,628,55bfd7de7c2962fbd45a51c23e70ba56b49fe897c2c668d5f3ccf2c0765efd85,2026-07-08 15:35,pre-package (Jul 8 baseline),prompt,none identified
clarity-mh-architecture/prompts/codex/01-phase-1-data-spine.prompt.md,01-phase-1-data-spine.prompt.md,md,971,2648bec9c32a993a3974d8bf97dac347deb66073bd7a987ea9eace6f9a1b5369,2026-07-08 15:35,pre-package (Jul 8 baseline),prompt,none identified
clarity-mh-architecture/prompts/codex/02-phase-2-ui-workflow.prompt.md,02-phase-2-ui-workflow.prompt.md,md,799,9bb77bea3542fcae959e94f2844d2f74c54e25e5915766b82ce4b848ed8962c2,2026-07-08 15:35,pre-package (Jul 8 baseline),prompt,none identified
clarity-mh-architecture/prompts/codex/03-epec-custody-integration.prompt.md,03-epec-custody-integration.prompt.md,md,641,b37f2b71df97199a09020d13d1be775a907fda159ee503c77d171c0848fe0cf1,2026-07-08 15:35,pre-package (Jul 8 baseline),prompt,none identified
clarity-mh-architecture/prompts/codex/04-medical-necessity-workbench.prompt.md,04-medical-necessity-workbench.prompt.md,md,784,7d7f8ad74aea720ece52c17b0342d8f7b38bdf675e9c3e92216d9a1116cfcae3,2026-07-08 15:35,pre-package (Jul 8 baseline),prompt,none identified
clarity-mh-architecture/prompts/codex/05-request-broadcast-routing.prompt.md,05-request-broadcast-routing.prompt.md,md,687,745cc6a8069ab302e788bdb2116068e1fbb1a663be2ac4f6218cb68bb85a30cb,2026-07-08 15:35,pre-package (Jul 8 baseline),prompt,none identified
clarity-mh-architecture/prototype/clarity-epec.prototype.jsx,clarity-epec.prototype.jsx,jsx,45091,e9d39b715f02ae62c764af9cf189db578119c635ffe9ce3f23819a71262fcd7a,2026-07-08 15:28,pre-package (Jul 8 baseline),technical/governance documentation,none identified
clarity-mh-architecture/schema/demo-seed.json,demo-seed.json,json,1672,17ab7a122216f71e5eceab81fa5d8bb18c21c6246b18d60898784dbc6cbd076c,2026-07-08 15:32,pre-package (Jul 8 baseline),schema,none identified
clarity-mh-architecture/schema/prisma.schema.prisma,prisma.schema.prisma,prisma,12448,15910bbd4dfd36d43fb45ec0f001fc609efff87e8b9c0ac67688106cd7ebd7e0,2026-07-08 15:32,pre-package (Jul 8 baseline),schema,none identified
clarity-mh-architecture/sources/CIA Comp initial Assesment guidance .md,CIA Comp initial Assesment guidance .md,md,46051,be34581f9f0f235a157ba442723d4b34cf8e31c7b53955d73db028d0ef0d0345,2026-07-08 15:28,pre-package (Jul 8 baseline),research/source material,policy/guidance document; review before external sharing; no patient records
clarity-mh-architecture/sources/Centralized Behavioral Health Intake SOP Manual.docx,Centralized Behavioral Health Intake SOP Manual.docx,docx,57191,63732712a6204533695902c2f21b0f72a9c3ca050711cc31be12c9a8549507c2,2026-07-08 15:28,pre-package (Jul 8 baseline),research/source material,policy/guidance document; review before external sharing; no patient records
clarity-mh-architecture/sources/Louisiana Inpatient Psychiatry Assessment and Crisis Platform Feasibility Report.md,Louisiana Inpatient Psychiatry Assessment and Crisis Platform Feasibility Report.md,md,32449,7286e5d84794155006b0d750d8d795ceeb9b9167e77d0321783b4cb47e6dcf9c,2026-07-08 15:28,pre-package (Jul 8 baseline),research/source material,none identified
clarity-mh-architecture/sources/Pasted text.txt,Pasted text.txt,txt,19223,e107c61f0e5b6136dbce9c2391b1853cf8119cda6b2b8fd89a1e2534bc4cc602,2026-07-08 15:28,pre-package (Jul 8 baseline),research/source material,none identified
clarity-mh-architecture/sources/clarity-competitive-landscape-epec.md,clarity-competitive-landscape-epec.md,md,9754,dbad2a7c5ef5534f8c4bf5c4cb8c67e0afb0d3e7546601a745454ea5ff3ddd62,2026-07-08 15:28,pre-package (Jul 8 baseline),research/source material,none identified
clarity-mh-architecture/sources/clarity-epec.jsx,clarity-epec.jsx,jsx,45091,e9d39b715f02ae62c764af9cf189db578119c635ffe9ce3f23819a71262fcd7a,2026-07-08 15:28,pre-package (Jul 8 baseline),research/source material,none identified
clarity-mh-architecture/sources/clarity-holistic-synthesis.md,clarity-holistic-synthesis.md,md,11713,fc15901a5cd19c21243e16262dcf624e655163674f129b37f227c17377249f3c,2026-07-08 15:28,pre-package (Jul 8 baseline),research/source material,none identified
clarity-mh-architecture/sources/intake-assessment-policy-procedure-manual.txt,intake-assessment-policy-procedure-manual.txt,txt,23482,78715eff513b35432186c15387461e3b73b50194042b4d9e150bb4fe0cfcff24,2026-07-08 10:52,pre-package (Jul 8 baseline),research/source material,policy/guidance document; review before external sharing; no patient records
clarity-mh-architecture/types/clarity-mh.types.ts,clarity-mh.types.ts,ts,3680,b6560ae11aef7ea1aff24b2a394756540400ce0ed06bc993dcee69677b1ef247,2026-07-08 15:32,pre-package (Jul 8 baseline),technical/governance documentation,none identified
docs/00-architecture-index.md,00-architecture-index.md,md,3706,1c4034a70aefd620934bd1768519ee4691f4cdec662c9086206c36649e0cc7f2,2026-07-08 11:20,pre-package (Jul 8 baseline),technical/product documentation,none identified
docs/01-project-architecture.md,01-project-architecture.md,md,11942,e10062076ad70448778c611ebdd282c006ee342a87ba399b890e47cf2e2ceb15,2026-07-08 10:18,pre-package (Jul 8 baseline),technical/product documentation,none identified
docs/02-claude-code-handoff.md,02-claude-code-handoff.md,md,5210,a97827f8952b7b718cbfa4b67408f6c3fb3ad0111cd495e9168f83b48255a977,2026-07-08 10:18,pre-package (Jul 8 baseline),technical/product documentation,none identified
docs/03-data-model.md,03-data-model.md,md,5608,9dadd30ba11f86f8b080c37c4ca1941343ca07e057bc45d1c0fb53d8f8c4a487,2026-07-08 10:18,pre-package (Jul 8 baseline),technical/product documentation,none identified
docs/04-build-roadmap.md,04-build-roadmap.md,md,11004,420b06bd13ad74d6d433f0796301cf56b372d7129e040eb75d0fdadbaa520bd9,2026-07-08 11:20,pre-package (Jul 8 baseline),technical/product documentation,none identified
docs/05-source-document-index.md,05-source-document-index.md,md,16877,599a7cdd3a5bfd34c5d36a6f3119802b73b0b8cafb6d6393f4130f52eae9490e,2026-07-08 11:20,pre-package (Jul 8 baseline),technical/product documentation,none identified
docs/06-architecture-review.md,06-architecture-review.md,md,14073,83a239b148f562eb49d7966ba55ffaf53c5a7c26b26140d8d828fd9e80ae29d3,2026-07-08 11:04,pre-package (Jul 8 baseline),technical/product documentation,none identified
docs/07-redundancy-priority-map.md,07-redundancy-priority-map.md,md,9264,7bfd3708c29c0b738d988eb7015e5a2deed9031df0def1718baf50d2cd59fb3b,2026-07-08 11:20,pre-package (Jul 8 baseline),technical/product documentation,none identified
docs/08-reporting-metrics-rebuilder.md,08-reporting-metrics-rebuilder.md,md,7559,1a679cb75036e4bfac89e125f9288bdf26044eb05a07129a48adf1941999667d,2026-07-08 11:20,pre-package (Jul 8 baseline),technical/product documentation,none identified
docs/09-personas-and-role-ux.md,09-personas-and-role-ux.md,md,9751,3e387bcc963d1f606e677a30cd6b411d7a859220ab2769b4dbf7247955efd18c,2026-07-08 16:11,pre-package (Jul 8 baseline),technical/product documentation,none identified
graphify-out/.graphify_labels.json,.graphify_labels.json,json,1879,1e13b120097383b666fcd209001fc46008f8e2f540d775536059a22ecec14674,2026-07-08 16:13,pre-package (Jul 8 baseline),generated (knowledge graph),none identified
graphify-out/.graphify_root,.graphify_root,,45,5a5128799c9a8293d1a93ff783d021fece2a1136c32f07f8ef5c3180cadeebc8,2026-07-08 16:13,pre-package (Jul 8 baseline),generated (knowledge graph),none identified
